"Subject","lever_side","reaction","cumulative_count","colony","body_part","log_cumulative_count","box_between_solves","paw_comb","con_pres"
"squirrel_18","left lever","exit",13,"P","left paw",2.56494935746154,4,"ipsi",1
"squirrel_18","left lever","flinch",14,"P","left paw",2.63905732961526,1,"ipsi",0
"squirrel_18","right lever","no reaction",15,"P","right paw",2.70805020110221,0,"ipsi",0
"squirrel_18","right lever","no reaction",16,"P","right paw",2.77258872223978,5,"ipsi",0
"squirrel_18","right lever","no reaction",17,"P","right paw",2.83321334405622,1,"ipsi",0
"squirrel_18","right lever","no reaction",18,"P","both paws",2.89037175789616,1,"both",0
"squirrel_18","right lever","no reaction",19,"P","both paws",2.94443897916644,2,"both",0
"squirrel_18","right lever","no reaction",20,"P","right paw",2.99573227355399,1,"ipsi",0
"squirrel_18","right lever","no reaction",21,"P","right paw",3.04452243772342,1,"ipsi",0
"squirrel_18","right lever","no reaction",22,"P","right paw",3.09104245335832,0,"ipsi",0
"squirrel_18","right lever","no reaction",23,"P","right paw",3.13549421592915,1,"ipsi",0
"squirrel_18","right lever","no reaction",24,"P","right paw",3.17805383034795,1,"ipsi",0
"squirrel_18","right lever","no reaction",25,"P","right paw",3.2188758248682,1,"ipsi",0
"squirrel_18","right lever","no reaction",26,"P","right paw",3.25809653802148,1,"ipsi",0
"squirrel_18","right lever","no reaction",27,"P","both paws",3.29583686600433,0,"both",0
"squirrel_18","right lever","no reaction",28,"P","right paw",3.3322045101752,0,"ipsi",0
"squirrel_18","right lever","flinch",29,"P","right paw",3.36729582998647,11,"ipsi",0
"squirrel_18","right lever","no reaction",30,"P","right paw",3.40119738166216,1,"ipsi",0
"squirrel_18","right lever","no reaction",31,"P","both paws",3.43398720448515,0,"both",0
"squirrel_18","right lever","no reaction",32,"P","both paws",3.46573590279973,0,"both",0
"squirrel_18","right lever","no reaction",33,"P","right paw",3.49650756146648,0,"ipsi",0
"squirrel_18","right lever","no reaction",34,"P","right paw",3.52636052461616,1,"ipsi",0
"squirrel_18","right lever","no reaction",35,"P","both paws",3.55534806148941,5,"both",0
"squirrel_18","left lever","no reaction",36,"P","left paw",3.58351893845611,3,"ipsi",0
"squirrel_18","right lever","no reaction",37,"P","both paws",3.61091791264422,1,"both",0
"squirrel_18","right lever","no reaction",38,"P","right paw",3.63758615972639,1,"ipsi",0
"squirrel_18","right lever","no reaction",39,"P","right paw",3.66356164612965,0,"ipsi",0
"squirrel_18","right lever","no reaction",40,"P","right paw",3.68887945411394,1,"ipsi",0
"squirrel_18","right lever","no reaction",41,"P","both paws",3.71357206670431,0,"both",0
"squirrel_18","right lever","no reaction",42,"P","both paws",3.73766961828337,0,"both",0
"squirrel_18","right lever","no reaction",43,"P","both paws",3.76120011569356,0,"both",0
"squirrel_18","right lever","no reaction",44,"P","right paw",3.78418963391826,1,"ipsi",0
"squirrel_18","right lever","no reaction",45,"P","right paw",3.80666248977032,0,"ipsi",0
"squirrel_18","right lever","no reaction",46,"P","both paws",3.8286413964891,0,"both",0
"squirrel_18","right lever","no reaction",47,"P","right paw",3.85014760171006,1,"ipsi",0
"squirrel_18","right lever","no reaction",48,"P","right paw",3.87120101090789,1,"ipsi",0
"squirrel_18","left lever","no reaction",49,"P","left paw",3.89182029811063,0,"ipsi",0
"squirrel_18","right lever","alert",50,"P","right paw",3.91202300542815,0,"ipsi",0
"squirrel_18","left lever","no reaction",51,"P","right paw",3.93182563272433,9,"contra",0
"squirrel_18","right lever","no reaction",52,"P","right paw",3.95124371858143,3,"ipsi",0
"squirrel_18","right lever","no reaction",53,"P","both paws",3.97029191355212,1,"both",0
"squirrel_18","right lever","no reaction",54,"P","both paws",3.98898404656427,1,"both",0
"squirrel_18","right lever","no reaction",55,"P","right paw",4.00733318523247,3,"ipsi",0
"squirrel_18","right lever","no reaction",56,"P","right paw",4.02535169073515,1,"ipsi",0
"squirrel_18","right lever","no reaction",57,"P","right paw",4.04305126783455,1,"ipsi",0
"squirrel_18","right lever","no reaction",58,"P","right paw",4.06044301054642,1,"ipsi",0
"squirrel_18","right lever","no reaction",59,"P","right paw",4.07753744390572,0,"ipsi",0
"squirrel_18","right lever","no reaction",60,"P","both paws",4.0943445622221,0,"both",0
"squirrel_18","right lever","no reaction",61,"P","right paw",4.11087386417331,0,"ipsi",0
"squirrel_18","right lever","alert",62,"P","both paws",4.12713438504509,1,"both",0
"squirrel_18","right lever","no reaction",63,"P","right paw",4.14313472639153,1,"ipsi",0
"squirrel_18","right lever","no reaction",64,"P","right paw",4.15888308335967,0,"ipsi",0
"squirrel_18","right lever","no reaction",65,"P","right paw",4.17438726989564,1,"ipsi",0
"squirrel_18","right lever","no reaction",66,"P","right paw",4.18965474202643,1,"ipsi",0
"squirrel_18","right lever","no reaction",67,"P","right paw",4.20469261939097,0,"ipsi",0
"squirrel_18","right lever","no reaction",68,"P","right paw",4.21950770517611,0,"ipsi",0
"squirrel_18","right lever","no reaction",69,"P","right paw",4.23410650459726,0,"ipsi",0
"squirrel_18","right lever","no reaction",70,"P","right paw",4.24849524204936,0,"ipsi",0
"squirrel_18","right lever","no reaction",71,"P","right paw",4.26267987704132,0,"ipsi",0
"squirrel_18","right lever","no reaction",72,"P","right paw",4.27666611901606,1,"ipsi",0
"squirrel_18","right lever","no reaction",73,"P","right paw",4.29045944114839,1,"ipsi",0
"squirrel_18","right lever","no reaction",74,"P","right paw",4.30406509320417,1,"ipsi",0
"squirrel_18","right lever","no reaction",75,"P","right paw",4.31748811353631,1,"ipsi",0
"squirrel_18","right lever","no reaction",76,"P","right paw",4.33073334028633,0,"ipsi",0
"squirrel_18","right lever","no reaction",77,"P","right paw",4.34380542185368,0,"ipsi",0
"squirrel_19","left lever","no reaction",21,"C","both paws",3.04452243772342,2,"both",0
"squirrel_19","left lever","no reaction",22,"C","both paws",3.09104245335832,1,"both",0
"squirrel_19","left lever","no reaction",23,"C","both paws",3.13549421592915,0,"both",0
"squirrel_19","left lever","no reaction",24,"C","both paws",3.17805383034795,0,"both",0
"squirrel_19","left lever","no reaction",25,"C","both paws",3.2188758248682,0,"both",0
"squirrel_19","left lever","no reaction",26,"C","both paws",3.25809653802148,0,"both",0
"squirrel_19","left lever","no reaction",27,"C","both paws",3.29583686600433,0,"both",0
"squirrel_2","left lever","no reaction",1,"C","both paws",0,0,"both",0
"squirrel_2","left lever","no reaction",2,"C","left paw",0.693147180559945,0,"ipsi",0
"squirrel_2","left lever","no reaction",3,"C","left paw",1.09861228866811,0,"ipsi",0
"squirrel_2","left lever","no reaction",4,"C","right paw",1.38629436111989,0,"contra",0
"squirrel_2","left lever","no reaction",5,"C","both paws",1.6094379124341,0,"both",0
"squirrel_2","left lever","no reaction",6,"C","both paws",1.79175946922805,0,"both",0
"squirrel_2","left lever","no reaction",7,"C","both paws",1.94591014905531,0,"both",0
"squirrel_2","left lever","no reaction",8,"C","both paws",2.07944154167984,0,"both",0
"squirrel_2","left lever","no reaction",9,"C","both paws",2.19722457733622,0,"both",0
"squirrel_8","left lever","exit",1,"C","right paw",0,0,"contra",0
"squirrel_2","left lever","no reaction",10,"C","both paws",2.30258509299405,0,"both",0
"squirrel_2","left lever","no reaction",11,"C","both paws",2.39789527279837,0,"both",0
"squirrel_2","left lever","no reaction",12,"C","both paws",2.484906649788,0,"both",0
"squirrel_2","left lever","no reaction",13,"C","left paw",2.56494935746154,0,"ipsi",0
"squirrel_2","left lever","no reaction",14,"C","right paw",2.63905732961526,2,"contra",0
"squirrel_2","right lever","no reaction",15,"C","right paw",2.70805020110221,1,"ipsi",0
"squirrel_2","right lever","no reaction",16,"C","both paws",2.77258872223978,0,"both",0
"squirrel_2","left lever","no reaction",17,"C","both paws",2.83321334405622,0,"both",0
"squirrel_2","right lever","no reaction",18,"C","both paws",2.89037175789616,0,"both",0
"squirrel_6","left lever","exit",4,"C","left paw",1.38629436111989,3,"ipsi",0
"squirrel_6","left lever","exit",5,"C","left paw",1.6094379124341,0,"ipsi",0
"squirrel_19","left lever","no reaction",28,"C","both paws",3.3322045101752,3,"both",0
"squirrel_19","left lever","no reaction",29,"C","both paws",3.36729582998647,0,"both",0
"squirrel_19","right lever","no reaction",30,"C","both paws",3.40119738166216,0,"both",0
"squirrel_19","left lever","no reaction",31,"C","both paws",3.43398720448515,0,"both",0
"squirrel_6","left lever","exit",6,"C","left paw",1.79175946922805,0,"ipsi",0
"squirrel_6","left lever","exit",7,"C","both paws",1.94591014905531,1,"both",0
"squirrel_25","right lever","exit",1,"C","right paw",0,11,"ipsi",0
"squirrel_6","left lever","exit",8,"C","left paw",2.07944154167984,3,"ipsi",0
"squirrel_14","left lever","no reaction",5,"C","left paw",1.6094379124341,2,"ipsi",0
"squirrel_25","right lever","exit",2,"C","left paw",0.693147180559945,7,"contra",0
"squirrel_19","left lever","no reaction",32,"C","both paws",3.46573590279973,2,"both",0
"squirrel_19","right lever","no reaction",33,"C","both paws",3.49650756146648,0,"both",0
"squirrel_14","left lever","no reaction",6,"C","both paws",1.79175946922805,2,"both",0
"squirrel_14","left lever","no reaction",7,"C","both paws",1.94591014905531,0,"both",0
"squirrel_14","left lever","no reaction",8,"C","both paws",2.07944154167984,0,"both",0
"squirrel_14","left lever","no reaction",9,"C","both paws",2.19722457733622,0,"both",0
"squirrel_14","left lever","no reaction",10,"C","both paws",2.30258509299405,1,"both",0
"squirrel_19","right lever","no reaction",34,"C","right paw",3.52636052461616,0,"ipsi",0
"squirrel_19","left lever","no reaction",35,"C","both paws",3.55534806148941,0,"both",0
"squirrel_19","left lever","no reaction",36,"C","both paws",3.58351893845611,0,"both",0
"squirrel_14","right lever","no reaction",11,"C","both paws",2.39789527279837,2,"both",0
"squirrel_14","right lever","no reaction",12,"C","both paws",2.484906649788,2,"both",1
"squirrel_14","right lever","no reaction",13,"C","right paw",2.56494935746154,0,"ipsi",1
"squirrel_14","right lever","no reaction",14,"C","right paw",2.63905732961526,0,"ipsi",0
"squirrel_14","right lever","no reaction",15,"C","both paws",2.70805020110221,2,"both",0
"squirrel_14","left lever","no reaction",16,"C","both paws",2.77258872223978,2,"both",0
"squirrel_14","left lever","no reaction",17,"C","both paws",2.83321334405622,4,"both",0
"squirrel_14","right lever","no reaction",18,"C","both paws",2.89037175789616,2,"both",0
"squirrel_14","left lever","no reaction",19,"C","both paws",2.94443897916644,9,"both",0
"squirrel_1","left lever","exit",5,"C","left paw",1.6094379124341,1,"ipsi",0
"squirrel_1","left lever","exit",6,"C","left paw",1.79175946922805,0,"ipsi",0
"squirrel_18","left lever","flinch",78,"P","left paw",4.35670882668959,7,"ipsi",0
"squirrel_18","left lever","no reaction",79,"P","right paw",4.36944785246702,12,"contra",0
"squirrel_18","left lever","no reaction",80,"P","left paw",4.38202663467388,2,"ipsi",0
"squirrel_18","left lever","no reaction",81,"P","left paw",4.39444915467244,1,"ipsi",0
"squirrel_18","left lever","no reaction",82,"P","left paw",4.40671924726425,2,"ipsi",1
"squirrel_18","left lever","no reaction",83,"P","left paw",4.4188406077966,2,"ipsi",1
"squirrel_18","left lever","no reaction",84,"P","right paw",4.43081679884331,1,"contra",1
"squirrel_18","left lever","no reaction",85,"P","left paw",4.44265125649032,0,"ipsi",1
"squirrel_18","left lever","no reaction",86,"P","both paws",4.45434729625351,0,"both",1
"squirrel_18","left lever","no reaction",87,"P","left paw",4.46590811865458,0,"ipsi",1
"squirrel_18","left lever","no reaction",88,"P","left paw",4.47733681447821,0,"ipsi",1
"squirrel_13","right lever","exit",1,"P","right paw",0,1,"ipsi",0
"squirrel_18","right lever","no reaction",89,"P","both paws",4.48863636973214,8,"both",0
"squirrel_18","right lever","no reaction",90,"P","both paws",4.49980967033027,3,"both",0
"squirrel_18","right lever","no reaction",91,"P","both paws",4.51085950651685,0,"both",0
"squirrel_18","right lever","no reaction",92,"P","right paw",4.52178857704904,0,"ipsi",0
"squirrel_18","right lever","no reaction",93,"P","both paws",4.53259949315326,1,"both",0
"squirrel_18","right lever","no reaction",94,"P","both paws",4.54329478227,0,"both",0
"squirrel_18","right lever","no reaction",95,"P","both paws",4.55387689160054,0,"both",0
"squirrel_18","right lever","no reaction",96,"P","both paws",4.56434819146784,0,"both",0
"squirrel_18","right lever","flinch",97,"P","both paws",4.57471097850338,0,"both",1
"squirrel_18","right lever","no reaction",98,"P","both paws",4.58496747867057,0,"both",0
"squirrel_18","right lever","no reaction",99,"P","right paw",4.59511985013459,0,"ipsi",0
"squirrel_18","right lever","no reaction",100,"P","right paw",4.60517018598809,0,"ipsi",0
"squirrel_18","right lever","no reaction",101,"P","both paws",4.61512051684126,4,"both",0
"squirrel_18","right lever","no reaction",102,"P","right paw",4.62497281328427,1,"ipsi",0
"squirrel_18","right lever","no reaction",103,"P","right paw",4.63472898822964,0,"ipsi",0
"squirrel_18","right lever","no reaction",104,"P","right paw",4.64439089914137,4,"ipsi",0
"squirrel_18","right lever","no reaction",105,"P","both paws",4.65396035015752,0,"both",0
"squirrel_18","right lever","no reaction",106,"P","right paw",4.66343909411207,0,"ipsi",0
"squirrel_18","right lever","no reaction",107,"P","both paws",4.67282883446191,2,"both",0
"squirrel_18","right lever","no reaction",108,"P","right paw",4.68213122712422,2,"ipsi",0
"squirrel_18","right lever","no reaction",109,"P","right paw",4.69134788222914,0,"ipsi",0
"squirrel_18","left lever","no reaction",110,"P","right paw",4.70048036579242,1,"contra",0
"squirrel_18","right lever","no reaction",111,"P","both paws",4.70953020131233,8,"both",0
"squirrel_18","right lever","no reaction",112,"P","both paws",4.71849887129509,3,"both",0
"squirrel_18","right lever","no reaction",113,"P","both paws",4.72738781871234,0,"both",0
"squirrel_18","right lever","no reaction",114,"P","both paws",4.7361984483945,0,"both",0
"squirrel_18","right lever","no reaction",115,"P","right paw",4.74493212836325,2,"ipsi",0
"squirrel_18","right lever","no reaction",116,"P","right paw",4.75359019110636,0,"ipsi",0
"squirrel_18","right lever","no reaction",117,"P","both paws",4.76217393479776,0,"both",0
"squirrel_18","right lever","no reaction",118,"P","right paw",4.77068462446567,0,"ipsi",0
"squirrel_18","right lever","no reaction",119,"P","right paw",4.77912349311153,0,"ipsi",0
"squirrel_18","right lever","no reaction",120,"P","both paws",4.78749174278205,0,"both",0
"squirrel_18","right lever","no reaction",121,"P","left paw",4.79579054559674,0,"contra",0
"squirrel_18","right lever","no reaction",122,"P","right paw",4.80402104473326,0,"ipsi",0
"squirrel_18","right lever","no reaction",123,"P","right paw",4.81218435537242,0,"ipsi",0
"squirrel_18","right lever","no reaction",124,"P","right paw",4.82028156560504,1,"ipsi",0
"squirrel_18","right lever","no reaction",125,"P","right paw",4.8283137373023,6,"ipsi",0
"squirrel_18","right lever","no reaction",126,"P","right paw",4.83628190695148,0,"ipsi",0
"squirrel_18","right lever","no reaction",127,"P","both paws",4.84418708645859,0,"both",0
"squirrel_18","right lever","no reaction",128,"P","both paws",4.85203026391962,1,"both",0
"squirrel_18","right lever","no reaction",129,"P","right paw",4.85981240436167,1,"ipsi",0
"squirrel_18","right lever","no reaction",130,"P","right paw",4.86753445045558,0,"ipsi",0
"squirrel_18","right lever","no reaction",131,"P","right paw",4.87519732320115,0,"ipsi",0
"squirrel_18","right lever","no reaction",132,"P","left paw",4.88280192258637,0,"contra",0
"squirrel_18","right lever","no reaction",133,"P","left paw",4.89034912822175,0,"contra",0
"squirrel_18","right lever","no reaction",134,"P","right paw",4.89783979995091,0,"ipsi",0
"squirrel_18","right lever","no reaction",135,"P","right paw",4.90527477843843,0,"ipsi",0
"squirrel_18","right lever","no reaction",136,"P","right paw",4.91265488573605,0,"ipsi",0
"squirrel_18","left lever","no reaction",137,"P","left paw",4.91998092582813,0,"ipsi",0
"squirrel_18","right lever","no reaction",138,"P","both paws",4.92725368515721,0,"both",0
"squirrel_18","right lever","no reaction",139,"P","right paw",4.93447393313069,0,"ipsi",0
"squirrel_18","left lever","no reaction",140,"P","both paws",4.9416424226093,0,"both",0
"squirrel_18","right lever","no reaction",141,"P","right paw",4.94875989037817,0,"ipsi",0
"squirrel_18","right lever","no reaction",142,"P","both paws",4.95582705760126,1,"both",0
"squirrel_18","right lever","no reaction",143,"P","right paw",4.96284463025991,0,"ipsi",0
"squirrel_18","right lever","no reaction",144,"P","both paws",4.969813299576,0,"both",0
"squirrel_18","right lever","no reaction",145,"P","both paws",4.97673374242057,0,"both",0
"squirrel_18","right lever","no reaction",146,"P","both paws",4.98360662170834,0,"both",0
"squirrel_18","right lever","no reaction",147,"P","both paws",4.99043258677874,0,"both",0
"squirrel_18","right lever","no reaction",148,"P","right paw",4.99721227376411,1,"ipsi",0
"squirrel_18","right lever","no reaction",149,"P","both paws",5.00394630594546,1,"both",0
"squirrel_18","right lever","no reaction",150,"P","both paws",5.01063529409626,0,"both",0
"squirrel_18","right lever","no reaction",151,"P","both paws",5.01727983681492,0,"both",0
"squirrel_18","right lever","no reaction",152,"P","right paw",5.02388052084628,0,"ipsi",0
"squirrel_19","left lever","no reaction",37,"C","both paws",3.61091791264422,3,"both",0
"squirrel_19","right lever","no reaction",38,"C","right paw",3.63758615972639,1,"ipsi",0
"squirrel_19","left lever","no reaction",39,"C","left paw",3.66356164612965,1,"ipsi",0
"squirrel_19","right lever","no reaction",40,"C","both paws",3.68887945411394,5,"both",0
"squirrel_9","left lever","exit",1,"C","both paws",0,4,"both",0
"squirrel_19","right lever","no reaction",41,"C","right paw",3.71357206670431,2,"ipsi",0
"squirrel_8","right lever","exit",2,"C","right paw",0.693147180559945,3,"ipsi",0
"squirrel_19","right lever","no reaction",42,"C","both paws",3.73766961828337,5,"both",0
"squirrel_19","right lever","no reaction",43,"C","left paw",3.76120011569356,1,"contra",0
"squirrel_19","left lever","no reaction",44,"C","left paw",3.78418963391826,3,"ipsi",0
"squirrel_6","right lever","exit",9,"C","right paw",2.19722457733622,6,"ipsi",0
"squirrel_6","right lever","exit",10,"C","right paw",2.30258509299405,8,"ipsi",0
"squirrel_6","left lever","exit",11,"C","right paw",2.39789527279837,2,"contra",0
"squirrel_6","left lever","exit",12,"C","left paw",2.484906649788,3,"ipsi",0
"squirrel_6","left lever","exit",13,"C","right paw",2.56494935746154,2,"contra",0
"squirrel_6","left lever","flinch",14,"C","left paw",2.63905732961526,2,"ipsi",0
"squirrel_19","left lever","no reaction",45,"C","both paws",3.80666248977032,4,"both",1
"squirrel_19","left lever","no reaction",46,"C","both paws",3.8286413964891,1,"both",1
"squirrel_19","left lever","no reaction",47,"C","both paws",3.85014760171006,1,"both",1
"squirrel_19","left lever","no reaction",48,"C","both paws",3.87120101090789,1,"both",1
"squirrel_19","left lever","no reaction",49,"C","both paws",3.89182029811063,1,"both",1
"squirrel_19","left lever","no reaction",50,"C","both paws",3.91202300542815,1,"both",1
"squirrel_19","left lever","no reaction",51,"C","both paws",3.93182563272433,1,"both",1
"squirrel_19","left lever","no reaction",52,"C","both paws",3.95124371858143,1,"both",1
"squirrel_19","left lever","no reaction",53,"C","left paw",3.97029191355212,0,"ipsi",1
"squirrel_19","left lever","no reaction",54,"C","both paws",3.98898404656427,2,"both",1
"squirrel_19","left lever","no reaction",55,"C","both paws",4.00733318523247,2,"both",1
"squirrel_19","left lever","no reaction",56,"C","both paws",4.02535169073515,1,"both",1
"squirrel_19","left lever","no reaction",57,"C","both paws",4.04305126783455,1,"both",1
"squirrel_19","left lever","no reaction",58,"C","both paws",4.06044301054642,3,"both",1
"squirrel_6","left lever","exit",15,"C","left paw",2.70805020110221,9,"ipsi",0
"squirrel_19","left lever","no reaction",59,"C","both paws",4.07753744390572,2,"both",0
"squirrel_6","left lever","flinch",16,"C","left paw",2.77258872223978,3,"ipsi",0
"squirrel_6","left lever","exit",17,"C","left paw",2.83321334405622,1,"ipsi",0
"squirrel_6","left lever","alert",18,"C","left paw",2.89037175789616,1,"ipsi",0
"squirrel_6","right lever","flinch",19,"C","both paws",2.94443897916644,2,"both",0
"squirrel_8","left lever","exit",3,"C","right paw",1.09861228866811,5,"contra",0
"squirrel_19","left lever","no reaction",60,"C","both paws",4.0943445622221,5,"both",0
"squirrel_19","left lever","no reaction",61,"C","both paws",4.11087386417331,1,"both",0
"squirrel_19","left lever","no reaction",62,"C","both paws",4.12713438504509,2,"both",0
"squirrel_19","left lever","no reaction",63,"C","both paws",4.14313472639153,2,"both",0
"squirrel_19","right lever","no reaction",64,"C","both paws",4.15888308335967,6,"both",0
"squirrel_19","right lever","no reaction",65,"C","right paw",4.17438726989564,1,"ipsi",0
"squirrel_19","left lever","no reaction",66,"C","left paw",4.18965474202643,2,"ipsi",0
"squirrel_19","left lever","no reaction",67,"C","left paw",4.20469261939097,1,"ipsi",0
"squirrel_19","left lever","no reaction",68,"C","both paws",4.21950770517611,1,"both",0
"squirrel_19","left lever","no reaction",69,"C","both paws",4.23410650459726,3,"both",0
"squirrel_19","left lever","no reaction",70,"C","both paws",4.24849524204936,0,"both",0
"squirrel_19","left lever","no reaction",71,"C","both paws",4.26267987704132,0,"both",0
"squirrel_10","right lever","exit",2,"C","right paw",0.693147180559945,17,"ipsi",0
"squirrel_1","left lever","flinch",7,"C","right paw",1.94591014905531,22,"contra",0
"squirrel_19","left lever","no reaction",72,"C","both paws",4.27666611901606,2,"both",0
"squirrel_19","left lever","no reaction",73,"C","both paws",4.29045944114839,0,"both",0
"squirrel_19","left lever","no reaction",74,"C","both paws",4.30406509320417,1,"both",0
"squirrel_19","left lever","no reaction",75,"C","both paws",4.31748811353631,1,"both",0
"squirrel_19","left lever","no reaction",76,"C","both paws",4.33073334028633,2,"both",0
"squirrel_19","right lever","no reaction",77,"C","both paws",4.34380542185368,6,"both",0
"squirrel_1","left lever","exit",8,"C","left paw",2.07944154167984,14,"ipsi",0
"squirrel_19","right lever","no reaction",78,"C","both paws",4.35670882668959,8,"both",0
"squirrel_19","right lever","no reaction",79,"C","both paws",4.36944785246702,2,"both",0
"squirrel_19","right lever","no reaction",80,"C","right paw",4.38202663467388,1,"ipsi",0
"squirrel_19","right lever","no reaction",81,"C","both paws",4.39444915467244,2,"both",0
"squirrel_19","right lever","no reaction",82,"C","both paws",4.40671924726425,1,"both",0
"squirrel_19","right lever","no reaction",83,"C","both paws",4.4188406077966,1,"both",0
"squirrel_1","left lever","flinch",9,"C","right paw",2.19722457733622,4,"contra",0
"squirrel_19","right lever","no reaction",84,"C","both paws",4.43081679884331,1,"both",0
"squirrel_1","left lever","flinch",10,"C","left paw",2.30258509299405,10,"ipsi",0
"squirrel_19","right lever","no reaction",85,"C","both paws",4.44265125649032,1,"both",0
"squirrel_19","right lever","no reaction",86,"C","both paws",4.45434729625351,1,"both",0
"squirrel_19","left lever","no reaction",87,"C","both paws",4.46590811865458,12,"both",0
"squirrel_19","left lever","no reaction",88,"C","left paw",4.47733681447821,1,"ipsi",0
"squirrel_19","left lever","no reaction",89,"C","both paws",4.48863636973214,2,"both",0
"squirrel_19","left lever","no reaction",90,"C","both paws",4.49980967033027,2,"both",0
"squirrel_19","left lever","no reaction",91,"C","left paw",4.51085950651685,1,"ipsi",0
"squirrel_19","right lever","no reaction",92,"C","both paws",4.52178857704904,1,"both",0
"squirrel_6","left lever","no reaction",20,"C","left paw",2.99573227355399,13,"ipsi",0
"squirrel_8","right lever","exit",4,"C","right paw",1.38629436111989,8,"ipsi",0
"squirrel_6","right lever","flinch",21,"C","both paws",3.04452243772342,0,"both",0
"squirrel_6","right lever","flinch",22,"C","both paws",3.09104245335832,0,"both",0
"squirrel_6","left lever","no reaction",23,"C","left paw",3.13549421592915,2,"ipsi",0
"squirrel_6","right lever","exit",24,"C","right paw",3.17805383034795,1,"ipsi",0
"squirrel_6","right lever","exit",25,"C","right paw",3.2188758248682,0,"ipsi",0
"squirrel_6","left lever","exit",26,"C","left paw",3.25809653802148,1,"ipsi",0
"squirrel_6","left lever","flinch",27,"C","both paws",3.29583686600433,3,"both",0
"squirrel_8","left lever","exit",5,"C","right paw",1.6094379124341,5,"contra",0
"squirrel_6","left lever","no reaction",28,"C","right paw",3.3322045101752,4,"contra",0
"squirrel_6","left lever","flinch",29,"C","left paw",3.36729582998647,0,"ipsi",0
"squirrel_6","right lever","exit",30,"C","right paw",3.40119738166216,3,"ipsi",0
"squirrel_6","right lever","exit",31,"C","right paw",3.43398720448515,0,"ipsi",0
"squirrel_6","right lever","flinch",32,"C","left paw",3.46573590279973,0,"contra",0
"squirrel_6","right lever","flinch",33,"C","left paw",3.49650756146648,0,"contra",0
"squirrel_6","left lever","flinch",34,"C","right paw",3.52636052461616,2,"contra",0
"squirrel_6","right lever","exit",35,"C","both paws",3.55534806148941,6,"both",0
"squirrel_6","right lever","exit",36,"C","both paws",3.58351893845611,0,"both",0
"squirrel_6","left lever","no reaction",37,"C","left paw",3.61091791264422,1,"ipsi",0
"squirrel_6","left lever","flinch",38,"C","left paw",3.63758615972639,10,"ipsi",0
"squirrel_8","left lever","exit",6,"C","right paw",1.79175946922805,5,"contra",0
"squirrel_6","left lever","no reaction",39,"C","left paw",3.66356164612965,8,"ipsi",0
"squirrel_6","left lever","no reaction",40,"C","right paw",3.68887945411394,1,"contra",0
"squirrel_6","left lever","no reaction",41,"C","left paw",3.71357206670431,5,"ipsi",0
"squirrel_6","left lever","no reaction",42,"C","right paw",3.73766961828337,2,"contra",0
"squirrel_23","right lever","exit",1,"P","right paw",0,20,"ipsi",0
"squirrel_16","right lever","exit",1,"P","left paw",0,10,"contra",0
"squirrel_16","left lever","exit",2,"P","left paw",0.693147180559945,1,"ipsi",0
"squirrel_23","right lever","exit",2,"P","left paw",0.693147180559945,11,"contra",0
"squirrel_22","left lever","exit",1,"P","left paw",0,7,"ipsi",0
"squirrel_18","right lever","no reaction",153,"P","left paw",5.03043792139244,1,"contra",0
"squirrel_18","right lever","no reaction",154,"P","both paws",5.03695260241363,1,"both",0
"squirrel_18","right lever","no reaction",155,"P","right paw",5.04342511691925,1,"ipsi",0
"squirrel_18","right lever","alert",156,"P","both paws",5.04985600724954,1,"both",0
"squirrel_18","right lever","no reaction",157,"P","both paws",5.05624580534831,2,"both",0
"squirrel_18","right lever","no reaction",158,"P","both paws",5.06259503302697,1,"both",0
"squirrel_16","right lever","exit",3,"P","left paw",1.09861228866811,7,"contra",0
"squirrel_16","right lever","exit",4,"P","right paw",1.38629436111989,14,"ipsi",0
"squirrel_18","right lever","no reaction",159,"P","right paw",5.06890420222023,3,"ipsi",0
"squirrel_18","right lever","no reaction",160,"P","right paw",5.07517381523383,1,"ipsi",0
"squirrel_18","right lever","no reaction",161,"P","right paw",5.08140436498446,3,"ipsi",0
"squirrel_18","right lever","no reaction",162,"P","right paw",5.08759633523238,0,"ipsi",0
"squirrel_23","right lever","exit",3,"P","left paw",1.09861228866811,8,"contra",0
"squirrel_16","right lever","exit",5,"P","left paw",1.6094379124341,2,"contra",0
"squirrel_18","right lever","no reaction",163,"P","both paws",5.09375020080676,2,"both",0
"squirrel_18","left lever","no reaction",164,"P","left paw",5.0998664278242,2,"ipsi",0
"squirrel_23","right lever","exit",4,"P","right paw",1.38629436111989,4,"ipsi",0
"squirrel_16","right lever","exit",6,"P","right paw",1.79175946922805,12,"ipsi",0
"squirrel_16","right lever","exit",7,"P","left paw",1.94591014905531,5,"contra",0
"squirrel_18","right lever","no reaction",165,"P","right paw",5.10594547390058,2,"ipsi",0
"squirrel_16","right lever","exit",8,"P","right paw",2.07944154167984,2,"ipsi",0
"squirrel_18","left lever","no reaction",166,"P","left paw",5.11198778835654,1,"ipsi",0
"squirrel_18","right lever","no reaction",167,"P","right paw",5.11799381241676,0,"ipsi",0
"squirrel_18","right lever","no reaction",168,"P","both paws",5.12396397940326,0,"both",0
"squirrel_18","right lever","no reaction",169,"P","right paw",5.12989871492307,2,"ipsi",0
"squirrel_18","right lever","no reaction",170,"P","both paws",5.13579843705026,0,"both",0
