"Subject","cumulative_visits","solves_per_visit","latency_to_first_solve","consumption","total_time_present","age","sex","con_pres","log_cumulative_visits"
"squirrel_5",23,0,NA,0,5,"A","F",1,3.13549421592915
"squirrel_5",24,1,28.7729999999999,0,28.9389999999999,"A","F",1,3.17805383034795
"squirrel_5",25,0,NA,0,5,"A","F",1,3.2188758248682
"squirrel_5",26,0,NA,1,42.0049999999999,"A","F",1,3.25809653802148
"squirrel_5",27,0,NA,0,19.9670000000001,"A","F",1,3.29583686600433
"squirrel_5",28,1,2.70000000000005,0,3.06700000000001,"A","F",1,3.3322045101752
"squirrel_5",29,1,1.20000000000005,0,1.43299999999999,"A","F",1,3.36729582998647
"squirrel_5",30,0,NA,1,5,"A","F",1,3.40119738166216
"squirrel_5",31,0,NA,1,5,"A","F",1,3.43398720448515
"squirrel_5",32,1,5.03300000000013,0,5,"A","F",1,3.46573590279973
"squirrel_5",33,0,NA,0,5,"A","F",1,3.49650756146648
"squirrel_5",34,1,18.5520000000001,0,18.9180000000001,"A","F",1,3.52636052461616
"squirrel_5",36,1,3.0329999999999,0,3.30000000000018,"A","F",1,3.58351893845611
"squirrel_5",37,0,NA,1,18.8000000000002,"A","F",1,3.61091791264422
"squirrel_5",38,1,6.27199999999993,1,6.47200000000021,"A","F",1,3.63758615972639
"squirrel_5",39,0,NA,0,3.09999999999991,"A","F",1,3.66356164612965
"squirrel_20",1,0,NA,0,6.18000000000001,"A","M",0,0
"squirrel_10",1,0,NA,0,15.166,"P","F",0,0
"squirrel_10",2,0,NA,0,12.7,"P","F",1,0.693147180559945
"squirrel_10",3,0,NA,0,3.09999999999997,"P","F",0,1.09861228866811
"squirrel_10",4,0,NA,0,10.934,"P","F",0,1.38629436111989
"squirrel_10",5,0,NA,0,38.706,"P","F",0,1.6094379124341
"squirrel_10",6,0,NA,0,1.63299999999998,"P","F",0,1.79175946922805
"squirrel_10",7,0,NA,1,164.683,"P","F",0,1.94591014905531
"squirrel_10",8,0,NA,0,10.5,"P","F",0,2.07944154167984
"squirrel_10",9,0,NA,0,6.63400000000001,"P","F",1,2.19722457733622
"squirrel_10",10,0,NA,0,16.566,"P","F",1,2.30258509299405
"squirrel_10",11,0,NA,0,24.24,"P","F",1,2.39789527279837
"squirrel_10",12,0,NA,1,166.196,"P","F",1,2.484906649788
"squirrel_10",13,0,NA,0,26.567,"P","F",1,2.56494935746154
"squirrel_10",14,0,NA,0,14.8989999999999,"P","F",1,2.63905732961526
"squirrel_2",1,2,2.04000000000002,1,10.807,"A","F",0,0
"squirrel_2",2,3,33.433,1,62.4,"A","F",0,0.693147180559945
"squirrel_2",3,2,10.366,1,22.2330000000001,"A","F",1,1.09861228866811
"squirrel_2",4,1,18.057,1,32.1229999999999,"A","F",1,1.38629436111989
"squirrel_5",1,0,NA,1,106.089,"A","F",0,0
"squirrel_5",2,0,NA,0,23.5,"A","F",0,0.693147180559945
"squirrel_5",3,0,NA,1,87.65,"A","F",1,1.09861228866811
"squirrel_5",4,1,4.43299999999999,1,5,"A","F",1,1.38629436111989
"squirrel_5",5,0,NA,0,20.5989999999999,"A","F",1,1.6094379124341
"squirrel_5",6,0,NA,0,14.2,"A","F",1,1.79175946922805
"squirrel_5",7,0,NA,0,27.0999999999999,"A","F",0,1.94591014905531
"squirrel_5",8,1,5.43299999999999,0,5.70000000000005,"A","F",0,2.07944154167984
"squirrel_5",9,1,18.8329999999999,1,19.133,"A","F",0,2.19722457733622
"squirrel_5",10,1,42.3000000000002,1,99.8510000000001,"A","F",0,2.30258509299405
"squirrel_5",11,0,NA,0,6.56700000000001,"A","F",1,2.39789527279837
"squirrel_5",12,0,NA,0,21.7070000000001,"A","F",1,2.484906649788
"squirrel_5",13,0,NA,0,19.2329999999999,"A","F",0,2.56494935746154
"squirrel_5",14,0,NA,0,10.433,"A","F",0,2.63905732961526
"squirrel_20",1,0,NA,0,48.252,"A","M",0,0
"squirrel_20",2,0,NA,0,14.133,"A","M",0,0.693147180559945
"squirrel_20",3,0,NA,0,22.133,"A","M",0,1.09861228866811
"squirrel_20",4,0,NA,0,5.93300000000002,"A","M",0,1.38629436111989
"squirrel_20",5,0,NA,0,86.063,"A","M",0,1.6094379124341
"squirrel_20",6,0,NA,0,1.96700000000001,"A","M",0,1.79175946922805
"squirrel_20",7,0,NA,0,2.09999999999999,"A","M",0,1.94591014905531
"squirrel_20",8,0,NA,0,36,"A","M",0,2.07944154167984
"squirrel_20",9,0,NA,0,1.63300000000004,"A","M",0,2.19722457733622
"squirrel_20",10,0,NA,0,13.667,"A","M",0,2.30258509299405
"squirrel_20",11,0,NA,0,2.26599999999996,"A","M",1,2.39789527279837
"squirrel_20",12,0,NA,0,44.073,"A","M",1,2.484906649788
"squirrel_26",1,0,NA,0,2.40000000000001,"A","M",0,0
"squirrel_26",2,0,NA,0,24.433,"A","M",0,0.693147180559945
"squirrel_26",3,0,NA,0,79.7349999999999,"A","M",1,1.09861228866811
"squirrel_26",4,0,NA,1,45.566,"A","M",1,1.38629436111989
"squirrel_26",5,0,NA,0,52.1779999999999,"A","M",1,1.6094379124341
"squirrel_26",6,0,NA,0,14.2670000000001,"A","M",1,1.79175946922805
"squirrel_1",1,0,NA,0,6.13299999999998,"A","F",0,0
"squirrel_1",2,0,NA,0,9.166,"A","F",0,0.693147180559945
"squirrel_1",3,0,NA,1,33.151,"A","F",0,1.09861228866811
"squirrel_10",1,0,NA,0,46.5,"P","F",0,0
"squirrel_10",2,0,NA,0,39.973,"P","F",0,0.693147180559945
"squirrel_10",3,0,NA,0,17.799,"P","F",0,1.09861228866811
"squirrel_10",4,0,NA,0,11.04,"P","F",0,1.38629436111989
"squirrel_10",5,0,NA,0,17.367,"P","F",0,1.6094379124341
"squirrel_10",6,0,NA,0,6.19999999999999,"P","F",0,1.79175946922805
"squirrel_10",7,0,NA,0,5.13299999999998,"P","F",0,1.94591014905531
"squirrel_10",8,0,NA,0,5.13299999999998,"P","F",0,2.07944154167984
"squirrel_33",1,0,NA,0,3.76700000000005,"P","F",0,0
"squirrel_33",2,0,NA,0,7.89999999999998,"P","F",0,0.693147180559945
"squirrel_33",3,1,30.0459999999999,0,30.4799999999999,"P","F",0,1.09861228866811
"squirrel_33",4,0,NA,1,146.632,"P","F",0,1.38629436111989
"squirrel_2",1,1,43.867,1,59.233,"A","F",0,0
"squirrel_2",2,0,NA,0,3.93300000000002,"A","F",0,0.693147180559945
"squirrel_2",3,0,NA,0,12.207,"A","F",0,1.09861228866811
"squirrel_2",4,7,3.60699999999997,1,165.105,"A","F",0,1.38629436111989
"squirrel_5",1,0,NA,0,17.533,"A","F",0,0
"squirrel_5",2,0,NA,0,6.06700000000001,"A","F",0,0.693147180559945
"squirrel_20",1,0,NA,0,14.013,"A","M",0,0
"squirrel_20",2,0,NA,0,1.733,"A","M",0,0.693147180559945
"squirrel_8",1,0,NA,1,94.132,"P","F",0,0
"squirrel_8",2,1,4.76599999999999,0,5.13299999999998,"P","F",0,0.693147180559945
"squirrel_8",3,1,84.232,1,85.032,"P","F",0,1.09861228866811
"squirrel_8",4,0,NA,1,54.9,"P","F",0,1.38629436111989
"squirrel_8",5,0,NA,0,8.13299999999998,"P","F",0,1.6094379124341
"squirrel_8",6,1,1.13299999999998,0,6.60000000000002,"P","F",0,1.79175946922805
"squirrel_8",7,1,34.733,1,34.867,"P","F",0,1.94591014905531
"squirrel_8",8,0,NA,1,43.433,"P","F",0,2.07944154167984
"squirrel_8",9,0,NA,0,11.866,"P","F",0,2.19722457733622
"squirrel_8",10,1,16.8,0,17.6999999999999,"P","F",0,2.30258509299405
"squirrel_8",11,0,NA,1,37.033,"P","F",0,2.39789527279837
"squirrel_8",12,1,5.26699999999994,0,5.93399999999997,"P","F",0,2.484906649788
"squirrel_8",13,1,14.433,0,14.7329999999999,"P","F",0,2.56494935746154
"squirrel_8",14,1,80.732,1,82.6319999999999,"P","F",0,2.63905732961526
"squirrel_8",15,0,NA,1,42.299,"P","F",0,2.70805020110221
"squirrel_8",16,0,NA,1,11.167,"P","F",0,2.77258872223978
"squirrel_8",17,0,NA,0,15.7330000000001,"P","F",0,2.83321334405622
"squirrel_8",18,1,6,0,6.5,"P","F",0,2.89037175789616
"squirrel_8",19,0,NA,1,27.467,"P","F",0,2.94443897916644
"squirrel_8",20,1,34.033,1,34.633,"P","F",0,2.99573227355399
"squirrel_8",21,1,43.1,1,43.833,"P","F",0,3.04452243772342
"squirrel_8",22,0,NA,1,28.1670000000001,"P","F",0,3.09104245335832
"squirrel_8",23,0,NA,0,14.067,"P","F",0,3.13549421592915
"squirrel_8",24,0,NA,0,9.56700000000001,"P","F",0,3.17805383034795
"squirrel_8",25,1,20.6669999999999,1,21.0329999999999,"P","F",0,3.2188758248682
"squirrel_8",26,0,NA,0,18.3999999999999,"P","F",0,3.25809653802148
"squirrel_8",27,1,2.73399999999992,0,3.53399999999988,"P","F",0,3.29583686600433
"squirrel_8",28,1,85.1329999999998,1,85.299,"P","F",0,3.3322045101752
"squirrel_8",29,0,NA,0,18.7,"P","F",0,3.36729582998647
"squirrel_8",30,1,13.5,0,14.0340000000001,"P","F",0,3.40119738166216
"squirrel_8",31,0,NA,0,13.2340000000002,"P","F",1,3.43398720448515
"squirrel_8",32,0,NA,0,9.93299999999999,"P","F",1,3.46573590279973
"squirrel_8",33,0,NA,0,9.56700000000001,"P","F",1,3.49650756146648
"squirrel_8",34,1,28.2660000000001,0,28.633,"P","F",1,3.52636052461616
"squirrel_8",35,1,33.866,1,34.2660000000001,"P","F",0,3.55534806148941
"squirrel_8",36,1,66.3989999999999,1,67.7660000000001,"P","F",0,3.58351893845611
"squirrel_8",37,1,72.6990000000001,1,73.0990000000002,"P","F",0,3.61091791264422
"squirrel_8",38,0,NA,0,25.866,"P","F",1,3.63758615972639
"squirrel_8",39,0,NA,0,50,"P","F",0,3.66356164612965
"squirrel_22",1,0,NA,0,41.433,"P","F",0,0
"squirrel_22",3,1,61.133,0,61.499,"P","F",0,1.09861228866811
"squirrel_22",4,0,NA,0,2.23300000000017,"P","F",1,1.38629436111989
"squirrel_22",5,0,NA,0,19.567,"P","F",1,1.6094379124341
"squirrel_22",6,1,47.067,1,48.6999999999998,"P","F",0,1.79175946922805
"squirrel_22",7,0,NA,0,39.7990000000002,"P","F",0,1.94591014905531
"squirrel_22",8,1,35,0,35.5999999999999,"P","F",0,2.07944154167984
"squirrel_22",9,0,NA,1,99.038,"P","F",0,2.19722457733622
"squirrel_22",10,1,17.367,1,17.7329999999999,"P","F",0,2.30258509299405
"squirrel_22",11,0,NA,1,163.198,"P","F",0,2.39789527279837
"squirrel_22",12,0,NA,0,1.16700000000014,"P","F",1,2.484906649788
"squirrel_22",13,0,NA,0,13.0330000000004,"P","F",0,2.56494935746154
"squirrel_25",1,1,48.866,1,49.799,"A","F",0,0
"squirrel_25",2,0,NA,0,17.499,"A","F",0,0.693147180559945
"squirrel_25",3,1,10.1,0,11.367,"A","F",0,1.09861228866811
"squirrel_25",4,0,NA,0,2.93299999999999,"A","F",0,1.38629436111989
"squirrel_25",5,0,NA,1,42.8,"A","F",0,1.6094379124341
"squirrel_25",6,0,NA,1,3,"A","F",0,1.79175946922805
"squirrel_25",7,0,NA,1,11.333,"A","F",0,1.94591014905531
"squirrel_25",8,1,2.90000000000001,0,4.69999999999999,"A","F",0,2.07944154167984
"squirrel_25",9,1,20.799,1,23.899,"A","F",0,2.19722457733622
"squirrel_25",1,1,21.833,1,22.666,"A","F",0,0
"squirrel_25",2,1,25.767,1,28.067,"A","F",0,0.693147180559945
"squirrel_25",3,1,5.76700000000001,0,10.733,"A","F",0,1.09861228866811
"squirrel_25",4,0,NA,0,110.999,"A","F",0,1.38629436111989
"squirrel_25",5,0,NA,0,14,"A","F",0,1.6094379124341
"squirrel_25",6,0,NA,0,7.83299999999997,"A","F",0,1.79175946922805
"squirrel_25",7,0,NA,0,31.667,"A","F",0,1.94591014905531
"squirrel_25",8,0,NA,0,8.13300000000004,"A","F",0,2.07944154167984
"squirrel_25",9,0,NA,1,47.133,"A","F",0,2.19722457733622
"squirrel_25",10,0,NA,0,8.666,"A","F",0,2.30258509299405
"squirrel_25",11,0,NA,0,17.9,"A","F",0,2.39789527279837
"squirrel_6",1,1,21.467,1,22.3,"A","M",0,0
"squirrel_6",2,1,47.866,1,48.166,"A","M",0,0.693147180559945
"squirrel_6",3,0,NA,0,3.03300000000002,"A","M",0,1.09861228866811
"squirrel_6",4,2,13.699,1,14.399,"A","M",0,1.38629436111989
"squirrel_6",5,0,NA,0,25.667,"A","M",0,1.6094379124341
"squirrel_6",6,6,35.072,1,165.87,"A","M",0,1.79175946922805
"squirrel_6",7,7,78.366,1,368.83,"A","M",0,1.94591014905531
"squirrel_6",8,4,13.266,1,105.465,"A","M",0,2.07944154167984
"squirrel_6",9,3,9.76700000000005,1,74.6000000000001,"A","M",0,2.19722457733622
"squirrel_6",10,25,22.9000000000001,1,560.33,"A","M",0,2.30258509299405
"squirrel_6",11,6,5.16700000000014,1,125.511,"A","M",0,2.39789527279837
"squirrel_6",12,31,10.3999999999999,1,514.799,"A","M",0,2.484906649788
"squirrel_6",13,5,10.1669999999999,1,63.1389999999997,"A","M",0,2.56494935746154
"squirrel_6",14,8,27.866,1,180.871,"A","M",0,2.63905732961526
"squirrel_6",15,0,NA,0,14.9050000000002,"A","M",0,2.70805020110221
"squirrel_6",16,1,6.23300000000017,1,29.366,"A","M",0,2.77258872223978
"squirrel_6",17,3,6.20000000000027,1,64.605,"A","M",0,2.83321334405622
"squirrel_5",1,1,0.866,0,1.233,"A","F",0,0
"squirrel_5",2,0,NA,1,67.566,"A","F",0,0.693147180559945
"squirrel_5",3,0,NA,0,30.567,"A","F",0,1.09861228866811
"squirrel_1",1,0,NA,1,5.30000000000001,"A","F",1,0
"squirrel_1",2,0,NA,1,9.16699999999997,"A","F",1,0.693147180559945
"squirrel_1",3,1,13.967,1,13.967,"A","F",1,1.09861228866811
"squirrel_1",4,0,NA,1,40.973,"A","F",0,1.38629436111989
"squirrel_1",5,1,17.433,0,17.6,"A","F",0,1.6094379124341
"squirrel_1",6,1,19.533,1,20.433,"A","F",0,1.79175946922805
"squirrel_1",7,0,NA,1,5.20000000000005,"A","F",0,1.94591014905531
"squirrel_1",8,1,3.23400000000004,0,3.93399999999997,"A","F",1,2.07944154167984
"squirrel_1",9,1,14.0329999999999,1,14.1999999999999,"A","F",0,2.19722457733622
"squirrel_1",10,1,24.633,1,24.6660000000001,"A","F",0,2.30258509299405
"squirrel_1",11,0,NA,1,13.133,"A","F",1,2.39789527279837
"squirrel_1",12,1,14.4670000000001,1,14.667,"A","F",0,2.484906649788
"squirrel_1",13,1,29.806,1,5,"A","F",0,2.56494935746154
"squirrel_1",14,0,NA,1,17.2669999999999,"A","F",0,2.63905732961526
"squirrel_1",15,1,12.4670000000001,0,12.6000000000001,"A","F",1,2.70805020110221
"squirrel_1",16,0,NA,1,25,"A","F",0,2.77258872223978
"squirrel_1",17,2,1.50700000000006,1,51.3390000000002,"A","F",0,2.83321334405622
"squirrel_1",18,0,NA,0,10.3999999999999,"A","F",1,2.89037175789616
"squirrel_1",19,0,NA,1,15.2730000000001,"A","F",0,2.94443897916644
"squirrel_1",20,4,19.0669999999998,1,56.0999999999999,"A","F",0,2.99573227355399
"squirrel_1",21,3,7.4670000000001,1,22.807,"A","F",1,3.04452243772342
"squirrel_1",22,0,NA,1,8.73299999999995,"A","F",1,3.09104245335832
"squirrel_1",23,1,6.29999999999995,1,28.367,"A","F",1,3.13549421592915
"squirrel_1",24,0,NA,0,9.93299999999999,"A","F",1,3.17805383034795
"squirrel_1",25,0,NA,0,4.13300000000004,"A","F",1,3.2188758248682
"squirrel_1",26,0,NA,0,3.76600000000008,"A","F",1,3.25809653802148
"squirrel_1",27,0,NA,0,25.1329999999998,"A","F",1,3.29583686600433
"squirrel_1",28,0,NA,0,3.53300000000013,"A","F",1,3.3322045101752
"squirrel_10",1,0,NA,0,2.6,"P","F",0,0
"squirrel_10",2,0,NA,0,20.233,"P","F",0,0.693147180559945
"squirrel_10",3,0,NA,0,3.333,"P","F",0,1.09861228866811
"squirrel_10",4,0,NA,0,6.867,"P","F",1,1.38629436111989
"squirrel_10",5,0,NA,0,12.766,"P","F",0,1.6094379124341
"squirrel_10",6,0,NA,0,2.733,"P","F",1,1.79175946922805
"squirrel_10",7,0,NA,1,47.766,"P","F",1,1.94591014905531
"squirrel_10",8,0,NA,0,19.2,"P","F",1,2.07944154167984
"squirrel_10",9,0,NA,0,48.433,"P","F",0,2.19722457733622
"squirrel_10",10,0,NA,0,18.434,"P","F",1,2.30258509299405
"squirrel_10",11,0,NA,1,13.967,"P","F",0,2.39789527279837
"squirrel_10",12,0,NA,1,9.90600000000001,"P","F",1,2.484906649788
"squirrel_10",13,0,NA,1,7.80000000000001,"P","F",1,2.56494935746154
"squirrel_10",14,0,NA,1,12.333,"P","F",1,2.63905732961526
"squirrel_10",15,0,NA,1,20.433,"P","F",0,2.70805020110221
"squirrel_10",16,0,NA,0,4.63400000000001,"P","F",0,2.77258872223978
"squirrel_10",18,0,NA,0,6.76599999999996,"P","F",0,2.89037175789616
"squirrel_10",19,0,NA,0,8.29999999999995,"P","F",1,2.94443897916644
"squirrel_10",20,0,NA,0,5.36599999999999,"P","F",1,2.99573227355399
"squirrel_10",22,0,NA,1,15.3670000000001,"P","F",0,3.09104245335832
"squirrel_10",23,0,NA,1,12.239,"P","F",1,3.13549421592915
"squirrel_10",24,0,NA,1,27.033,"P","F",1,3.17805383034795
"squirrel_10",25,0,NA,1,11.6,"P","F",1,3.2188758248682
"squirrel_10",26,0,NA,0,7.53300000000002,"P","F",1,3.25809653802148
"squirrel_10",27,0,NA,0,8.93299999999999,"P","F",1,3.29583686600433
"squirrel_10",28,1,2.73299999999995,0,3.76700000000005,"P","F",1,3.3322045101752
"squirrel_10",29,0,NA,0,7.36699999999996,"P","F",1,3.36729582998647
"squirrel_10",30,0,NA,0,8.73400000000015,"P","F",1,3.40119738166216
"squirrel_10",31,0,NA,0,3.16699999999992,"P","F",1,3.43398720448515
"squirrel_10",32,0,NA,0,14.0329999999999,"P","F",1,3.46573590279973
"squirrel_10",33,0,NA,1,22.3400000000001,"P","F",1,3.49650756146648
"squirrel_10",34,0,NA,0,7.96600000000012,"P","F",1,3.52636052461616
"squirrel_10",35,0,NA,0,9.93399999999997,"P","F",1,3.55534806148941
"squirrel_10",36,0,NA,0,11.867,"P","F",1,3.58351893845611
"squirrel_10",37,0,NA,1,12.173,"P","F",1,3.61091791264422
"squirrel_10",38,0,NA,0,3.76600000000008,"P","F",1,3.63758615972639
"squirrel_10",39,0,NA,1,27.7670000000001,"P","F",1,3.66356164612965
"squirrel_10",40,0,NA,0,5,"P","F",1,3.68887945411394
"squirrel_10",41,0,NA,0,22.7329999999999,"P","F",1,3.71357206670431
"squirrel_10",42,0,NA,1,46.866,"P","F",1,3.73766961828337
"squirrel_10",43,0,NA,0,2.23399999999992,"P","F",1,3.76120011569356
"squirrel_10",44,0,NA,0,5.63300000000004,"P","F",1,3.78418963391826
"squirrel_10",45,0,NA,0,14.0329999999999,"P","F",1,3.80666248977032
"squirrel_10",46,1,108.549,0,8.36599999999999,"P","F",1,3.8286413964891
"squirrel_10",48,0,NA,0,16.3670000000002,"P","F",1,3.87120101090789
"squirrel_10",49,0,NA,0,2.83399999999983,"P","F",1,3.89182029811063
"squirrel_10",50,0,NA,0,8.33399999999983,"P","F",1,3.91202300542815
"squirrel_10",51,0,NA,0,11.4659999999999,"P","F",1,3.93182563272433
"squirrel_10",52,0,NA,0,7.96699999999964,"P","F",1,3.95124371858143
"squirrel_5",1,0,NA,0,1.366,"A","F",0,0
"squirrel_5",2,0,NA,0,12.633,"A","F",1,0.693147180559945
"squirrel_5",3,0,NA,0,3.167,"A","F",0,1.09861228866811
"squirrel_5",4,0,NA,0,3.3,"A","F",0,1.38629436111989
"squirrel_5",5,0,NA,1,91.099,"A","F",0,1.6094379124341
"squirrel_5",6,0,NA,0,35.633,"A","F",1,1.79175946922805
"squirrel_5",7,0,NA,0,20.6,"A","F",0,1.94591014905531
"squirrel_5",8,0,NA,0,10.834,"A","F",0,2.07944154167984
"squirrel_5",9,0,NA,0,2.26600000000002,"A","F",1,2.19722457733622
"squirrel_5",11,1,3.86699999999996,1,8.36699999999996,"A","F",1,2.39789527279837
"squirrel_5",12,0,NA,0,3.60000000000002,"A","F",0,2.484906649788
"squirrel_5",13,1,2.36700000000002,0,2.63400000000001,"A","F",1,2.56494935746154
"squirrel_5",14,0,NA,1,4.93899999999996,"A","F",1,2.63905732961526
"squirrel_5",15,1,2.733,1,3.43299999999999,"A","F",1,2.70805020110221
"squirrel_5",16,1,9.63299999999998,0,9.96699999999998,"A","F",1,2.77258872223978
"squirrel_5",17,0,NA,0,1.69999999999993,"A","F",1,2.83321334405622
"squirrel_5",18,0,NA,0,3.56700000000001,"A","F",1,2.89037175789616
"squirrel_5",19,0,NA,1,11.3670000000001,"A","F",0,2.94443897916644
"squirrel_5",20,4,12.433,1,13.4000000000001,"A","F",0,2.99573227355399
"squirrel_5",21,1,4.83399999999995,0,5,"A","F",1,3.04452243772342
"squirrel_5",22,0,NA,0,2.76699999999994,"A","F",1,3.09104245335832
"squirrel_5",23,1,1.10000000000002,0,1.73400000000004,"A","F",1,3.13549421592915
"squirrel_5",25,0,NA,0,12.5,"A","F",1,3.2188758248682
"squirrel_5",26,1,4.66700000000003,0,4.79999999999995,"A","F",1,3.25809653802148
"squirrel_5",27,1,15.499,1,15.6990000000001,"A","F",1,3.29583686600433
"squirrel_5",28,1,17.4000000000001,1,18.4330000000001,"A","F",1,3.3322045101752
"squirrel_5",29,0,NA,1,28.333,"A","F",1,3.36729582998647
"squirrel_5",30,1,3.33400000000006,0,4.06700000000001,"A","F",1,3.40119738166216
"squirrel_5",31,0,NA,1,17.6660000000001,"A","F",1,3.43398720448515
"squirrel_5",33,0,NA,1,22.1669999999999,"A","F",1,3.49650756146648
"squirrel_5",34,0,NA,0,12.8399999999999,"A","F",1,3.52636052461616
"squirrel_5",35,0,NA,0,11.1669999999999,"A","F",1,3.55534806148941
"squirrel_5",36,1,13.8989999999999,0,14.3330000000001,"A","F",1,3.58351893845611
"squirrel_5",37,0,NA,0,1.60000000000014,"A","F",1,3.61091791264422
"squirrel_5",38,1,1.30700000000002,0,2.84000000000015,"A","F",1,3.63758615972639
"squirrel_5",39,1,9.16599999999994,0,10.2,"A","F",1,3.66356164612965
"squirrel_5",40,1,3.76699999999983,0,4.36699999999996,"A","F",1,3.68887945411394
"squirrel_5",41,1,10.6999999999998,1,17.0329999999999,"A","F",1,3.71357206670431
"squirrel_5",42,1,3.9670000000001,0,4.33400000000006,"A","F",1,3.73766961828337
"squirrel_5",43,1,2,0,2.33399999999983,"A","F",1,3.76120011569356
"squirrel_5",44,0,NA,0,6.673,"A","F",1,3.78418963391826
"squirrel_5",45,0,NA,0,2.76600000000008,"A","F",1,3.80666248977032
"squirrel_5",46,0,NA,0,5,"A","F",1,3.8286413964891
"squirrel_5",47,0,NA,0,5,"A","F",1,3.85014760171006
"squirrel_5",48,1,5.90000000000009,0,6.33300000000008,"A","F",1,3.87120101090789
"squirrel_5",49,0,NA,0,21.1669999999999,"A","F",1,3.89182029811063
"squirrel_5",50,0,NA,0,11.4000000000001,"A","F",1,3.91202300542815
"squirrel_5",51,0,NA,0,16.6659999999999,"A","F",1,3.93182563272433
"squirrel_5",52,0,NA,0,4.33299999999986,"A","F",1,3.95124371858143
"squirrel_5",53,0,NA,0,6.76699999999983,"A","F",1,3.97029191355212
"squirrel_5",54,0,NA,0,1.20700000000011,"A","F",1,3.98898404656427
"squirrel_5",55,0,NA,1,40.0999999999999,"A","F",1,4.00733318523247
"squirrel_5",56,0,NA,0,12.5659999999998,"A","F",1,4.02535169073515
"squirrel_5",57,0,NA,0,11.5329999999999,"A","F",1,4.04305126783455
"squirrel_5",58,0,NA,0,4.53400000000011,"A","F",1,4.06044301054642
"squirrel_5",59,0,NA,0,2.86699999999973,"A","F",1,4.07753744390572
"squirrel_5",60,0,NA,0,3.13400000000001,"A","F",1,4.0943445622221
"squirrel_5",61,0,NA,0,9.9340000000002,"A","F",1,4.11087386417331
"squirrel_5",62,2,3.96599999999989,1,95.4989999999998,"A","F",1,4.12713438504509
"squirrel_7",1,0,NA,1,5,"A","M",0,0
"squirrel_7",2,0,NA,1,8.53300000000001,"A","M",0,0.693147180559945
"squirrel_7",4,0,NA,1,18.4,"A","M",0,1.38629436111989
"squirrel_7",5,1,12.166,1,12.466,"A","M",0,1.6094379124341
"squirrel_7",6,1,54.372,1,54.706,"A","M",0,1.79175946922805
"squirrel_7",7,0,NA,1,49.633,"A","M",0,1.94591014905531
"squirrel_7",8,0,NA,0,20.666,"A","M",0,2.07944154167984
"squirrel_7",9,0,NA,0,10.805,"A","M",0,2.19722457733622
"squirrel_7",10,1,29.306,0,29.573,"A","M",0,2.30258509299405
"squirrel_7",11,0,NA,0,116.765,"A","M",0,2.39789527279837
"squirrel_7",12,0,NA,0,16.633,"A","M",0,2.484906649788
"squirrel_30",1,0,NA,0,15.067,"P","F",0,0
"squirrel_30",2,0,NA,0,7.834,"P","F",0,0.693147180559945
"squirrel_30",3,0,NA,0,7.49999999999999,"P","F",0,1.09861228866811
"squirrel_30",4,0,NA,1,28.333,"P","F",0,1.38629436111989
"squirrel_30",5,0,NA,1,92.566,"P","F",0,1.6094379124341
"squirrel_30",6,1,4.30000000000001,0,4.80000000000001,"P","F",0,1.79175946922805
"squirrel_6",1,0,NA,0,22.266,"A","M",0,0
"squirrel_6",2,0,NA,0,26.033,"A","M",0,0.693147180559945
"squirrel_6",3,0,NA,0,1.63399999999999,"A","M",0,1.09861228866811
"squirrel_6",4,1,8.833,0,9.233,"A","M",0,1.38629436111989
"squirrel_6",5,1,45.966,1,46.333,"A","M",0,1.6094379124341
"squirrel_6",6,16,17.5,1,271.064,"A","M",0,1.79175946922805
"squirrel_6",7,2,5.29999999999995,1,128.465,"A","M",1,1.94591014905531
"squirrel_6",8,0,NA,0,10.333,"A","M",1,2.07944154167984
"squirrel_6",9,7,2.10699999999997,1,176.25,"A","M",1,2.19722457733622
"squirrel_6",10,21,30.6000000000001,1,293.264,"A","M",1,2.30258509299405
"squirrel_6",11,3,17.3990000000001,1,57.1990000000001,"A","M",1,2.39789527279837
"squirrel_6",12,12,8.26600000000008,1,110.999,"A","M",1,2.484906649788
"squirrel_6",13,0,NA,0,4.43399999999997,"A","M",1,2.56494935746154
"squirrel_6",14,6,14.873,1,80.0730000000001,"A","M",1,2.63905732961526
"squirrel_6",15,5,6.09900000000016,1,97.665,"A","M",1,2.70805020110221
"squirrel_6",16,5,1.96599999999989,1,52.1990000000001,"A","M",1,2.77258872223978
"squirrel_7",1,1,18.806,1,19.006,"A","M",0,0
"squirrel_7",2,0,NA,0,82.1320000000001,"A","M",1,0.693147180559945
"squirrel_7",3,0,NA,0,16.5330000000004,"A","M",1,1.09861228866811
"squirrel_8",1,0,NA,0,4.66699999999997,"P","F",1,0
"squirrel_8",2,0,NA,0,8.90000000000003,"P","F",1,0.693147180559945
"squirrel_8",3,0,NA,0,5.19999999999999,"P","F",1,1.09861228866811
"squirrel_8",4,0,NA,0,5.166,"P","F",1,1.38629436111989
"squirrel_8",5,0,NA,0,1.26600000000002,"P","F",1,1.6094379124341
"squirrel_8",6,0,NA,0,5.19999999999999,"P","F",1,1.79175946922805
"squirrel_8",7,0,NA,1,4.36700000000002,"P","F",1,1.94591014905531
"squirrel_8",8,0,NA,1,6.36699999999996,"P","F",1,2.07944154167984
